"","Country Name","Country Code","CoC_est","Gov_Eff_est","Pol_Sta_est","Reg_Qua_est","Rule_Law_est","Voice_Act_est","GDP_current","Region_fh","PR_fh","CL_fh","Total_fh","hdi","le","gni_pc","coef_ineq","gii"
"12","Bahamas","BHS",1.16558139324188,0.569060328602791,0.913651520013809,0.088124346768018,0.260701053589582,0.89932432770729,11693940000,"Americas",38,54.6,92.6,0.8072,73.0307,31237.105613,18.169455614,0.3462
"13","Bahrain","BHR",0.0563934527337551,0.410751932859421,-0.807766205072403,0.640677464008331,0.417414781451225,-1.39174389839172,35943566835.1064,"Middle East",3.2,10.2,13.4,0.869,79.4281,46447.099313,NA,0.215
"14","Bangladesh","BGD",-0.938480371236801,-0.749720388650894,-1.12055491805077,-0.890392863750458,-0.686598414182663,-0.637084725499153,299993149830.152,"Asia",19.2,26.6,45.8,0.6272,71.634,5263.2376852,29.640834101,0.5346
"15","Barbados","BRB",1.30057631731033,0.773335048556328,1.08985475301743,0.471065708994865,0.625895947217942,1.11576464176178,4977595000,"Americas",39,58,97,0.8015,77.0146,14787.64394,21.072033036,0.3169
"16","Belarus","BLR",-0.253975903103128,-0.576762412488461,-0.136221840418875,-0.992362070083618,-0.939649295806885,-1.45789620876312,64152435742.481,"Eurasia",4.1,11.6,15.7,0.8069,73.6252,18189.338781,6.87041588,0.1127
"17","Belgium","BEL",1.48022682666778,1.31218456029892,0.567686155438423,1.27364648580551,1.38201458454132,1.3323476433754,528795777781.045,"Europe",39.5,56.6,96.1,0.93,81.3337,50999.977486,7.5901819266,0.0564
"18","Belize","BLZ",-0.200451111420989,-0.53830339461565,0.162168090022169,-0.503975433111191,-0.804844310879707,0.54856781065464,2283124108.66049,"Americas",35.6,51.2,86.8,0.7123,72.9045,8533.5331698,NA,0.4452
"19","Benin","BEN",-0.414171432703733,-0.481237806379795,-0.143092613853514,-0.488398623466492,-0.624336993694305,0.114912639185786,14113753063.046,"Africa",28.6,47.2,75.8,0.505,59.7319,3020.7812801,38.6950976675,0.6555
"20","Bhutan","BTN",1.36307111978531,0.42871256172657,0.984047824144364,-0.572176814079284,0.539968281984329,0.033162555564195,2329095378.31388,"Asia",28.1,28.2,56.3,0.6479,70.9721,9759.3224577,33.105294666,0.3799
"21","Bolivia","BOL",-0.749414265155792,-0.580417171120644,-0.349657380580902,-1.00310897231102,-1.18519096374512,-0.0734862682409585,37033270267.7336,"Americas",28,38.9,66.9,0.6966,66.5445,7747.1760493,22.957202599,0.4319
"22","Bosnia and Herzegovina","BIH",-0.524515861272812,-0.710783007740975,-0.371679505333305,-0.130347487330437,-0.230311232805252,-0.209032075107098,19790166479.9444,"Europe",21.2,35,56.2,0.7675,76.3066,13825.569866,15.58234415,0.1558
"23","Botswana","BWA",0.741149246692657,0.358091533184052,1.03194021582603,0.614655709266663,0.437956118583679,0.45312993824482,16227112104.5054,"Africa",28,44.6,72.6,0.6941,64.4226,13814.777646,30.7282418325,0.4805
"24","Brazil","BRA",-0.430768652260303,-0.341293985396624,-0.389264033734798,-0.125225131958723,-0.215481789782643,0.368806912004948,1942633186515.99,"Americas",31.7,46.1,77.8,0.7566,74.2456,14524.267257,22.160413203,0.4175
"25","Bulgaria","BGR",-0.253848877549172,-0.0319839319214225,0.266727997921407,0.542383229732514,-0.10984970703721,0.351763918995857,65710346777.6195,"Europe",33,46.5,79.5,0.8061,74.0527,21338.175671,12.070936923,0.2114
"26","Burkina Faso","BFA",-0.223986224830151,-0.694756877422333,-1.12819805145264,-0.415008607506752,-0.494670289754868,-0.18518878147006,15427041847.0244,"Africa",20.2,35.4,55.6,0.4287,59.2742,1911.3972637,37.662440933,0.6027
"27","Burundi","BDI",-1.42336555719376,-1.30707473754883,-1.52238336801529,-0.912782317399978,-1.30295277833939,-1.41100817322731,2763737111.36145,"Africa",6.3,14.8,21.1,0.4202,61.0911,756.94633255,35.272037201,0.5073
"28","Cabo Verde","CPV",0.884739446640014,0.129340265667997,0.800907525420189,-0.0154706111177802,0.439834535121918,0.944942325353622,2017080094.47633,"Africa",37.3,53.3,90.6,0.6608,75.2573,6798.4932039,27.56304728875,0.350875
"29","Cambodia","KHM",-1.23723596334458,-0.630010533332825,-0.00917677525430914,-0.556027260422707,-0.995310503244401,-1.2023166000843,22617433695.1773,"Asia",8.3,19.9,28.2,0.5807,70.0801,3760.3558829,26.639335,0.4937
"30","Cameroon","CMR",-1.16635744571686,-0.869558203220367,-1.19582735896111,-0.877553337812424,-1.06432814002037,-1.08762816786766,38129393278.6123,"Africa",7.8,13.2,21,0.5719,60.3,3575.1853495,38.524472766,0.5668
"31","Canada","CAN",1.77432771921158,1.69301332235336,1.05360606908798,1.71741586923599,1.72181438207626,1.45394625663757,1767981115998.55,"Americas",39.8,58.6,98.4,0.9291,82.1609,47307.132104,7.9092656466,0.0907
"32","Central African Republic","CAF",-1.23491678237915,-1.75394239425659,-2.13540451526642,-1.41836940050125,-1.74613028764725,-1.24115507602692,2084766975.65321,"Africa",3.9,6.9,10.8,0.3765,53.3812,861.04457275,44.086635234,NA
"33","Chad","TCD",-1.42799721956253,-1.50219107866287,-1.31770075559616,-1.14985272884369,-1.31776638031006,-1.3971212387085,11569651302.665,"Africa",3.7,14.8,18.5,0.3916,52.2346,1584.2063079,42.631283932,0.6854
"34","Chile","CHL",1.11170436143875,0.837282711267472,0.27652200050652,1.22986578941345,1.01368120312691,1.00940759778023,275122600406.38,"Americas",38,56,94,0.8509,79.7286,23525.448691,15.823874541,0.2452
"35","China","CHN",-0.217552974447608,0.453189302654937,-0.434306709468365,-0.299657271802425,-0.249465581588447,-1.59705940485001,13329772525402.9,"Asia",0.2,13.3,13.5,0.7597,77.5199,14568.140843,16.046859009,0.2044
"36","Colombia","COL",-0.360623612999916,-0.048228697758168,-0.922991234064102,0.289949084818363,-0.368285399675369,0.0894276895094662,324092871137.218,"Americas",28.7,35.2,63.9,0.7591,75.6002,13983.131088,22.982102886,0.4161
"37","Comoros","COM",-0.917708349227906,-1.69514428377151,-0.192836296372116,-1.17534675598145,-1.10069346427918,-0.524609568715096,1146958167.90262,"Africa",21.8,29,50.8,0.5708,63.3741,3236.5045968,42.4949241477778,NA
"38","Congo (Brazzaville)","COG",-1.32670685052872,-1.20137697458267,-0.352769849263132,-1.31297270059585,-1.12409167289734,-1.17149232625961,14194021009.6833,"Africa",4.2,20.1,24.3,0.6013,63.3372,3823.6672063,33.068213266,0.5996
"39","Congo (Kinshasa)","COD",-1.45610904693604,-1.63755309581757,-2.01892210245133,-1.42411346435547,-1.68461891412735,-1.33633399009705,44976868457.3632,"Africa",6,13.8,19.8,0.4665,59.1918,983.93858056,35.376451499,0.6298
"40","Costa Rica","CRI",0.582820603251457,0.280804916471243,0.661584237217903,0.553231683373451,0.485569575428963,1.10931924581528,60220886091.6671,"Americas",37.7,53,90.7,0.8001,78.863,18896.648113,17.787997049,0.2633
"41","Cote d'Ivoire","CIV",-0.511382111907005,-0.671617668867111,-0.912040209770203,-0.411286763846874,-0.648057326674461,-0.418460835516453,56157186826.8987,"Africa",17.9,29.5,47.4,0.5146,58.2972,4580.0696813,42.101551067,0.6292
"42","Croatia","HRV",0.118793928995729,0.530023807287216,0.650417232513428,0.382260203361511,0.270177201926708,0.52842161655426,59965836314.0689,"Europe",36.3,49.5,85.8,0.8561,78.1545,27667.459714,7.95139143,0.1181
"43","Cuba","CUB",0.0474730011075734,-0.199321018741466,0.560093954205513,-1.42121399641037,-0.495646375417709,-1.47728503942489,92998424206.4454,"Americas",1,12.4,13.4,0.762,77.3179,8098.7488292,NA,0.3066
"44","Cyprus","CYP",0.71660923063755,0.943648815155029,0.494076749682426,0.958599436283112,0.78362665772438,0.980481773614882,24615271523.8287,"Europe",37.8,55.7,93.5,0.8881,81.1785,36546.161524,10.079247413,0.2235
"45","Czech Republic","CZE",0.520085316896439,0.996031677722932,0.96422415971756,1.18239547610283,1.05941333174705,0.964152336120607,234385866342.818,"Europe",37,56,93,0.892,78.6147,36033.312731,5.1282597901,0.1311
"46","Denmark","DNK",2.24817461967468,1.85693489313126,0.911888855695725,1.69802244901657,1.89174528121948,1.55653594732285,350844598574.498,"Europe",40,57.4,97.4,0.9421,81.0889,56916.703245,5.78786392977778,0.0243
"47","Djibouti","DJI",-0.717886584997177,-0.932309418916703,-0.468248919397592,-0.751718235015869,-0.959959399700165,-1.38690056800842,2813783003.30293,"Africa",7.2,19.2,26.4,0.4908,62.3788,4312.9303994,34.515882966,NA
"48","Dominica","DMA",0.595404982566834,0.0223071828484535,1.14297690987587,0.231288962066173,0.691983270645142,0.884257131814957,549047407.407408,"Americas",37.5,56.5,94,0.7305,71.1303,12435.963777,NA,NA
"49","Dominican Republic","DOM",-0.76743486225605,-0.310467688203789,0.17636621131096,0.0101748917251825,-0.334231358021498,0.194857392460108,81785184914.5318,"Americas",27.8,41.7,69.5,0.7519,73.1066,15863.712459,20.474524665,0.4572
"50","Ecuador","ECU",-0.60877035856247,-0.366639822721481,-0.161522443033755,-0.861522302031516,-0.688520511984825,-0.0940169475506991,103655641200,"Americas",25.5,36.6,62.1,0.7565,76.1623,11159.056519,17.764150299,0.3864
"51","Egypt","EGY",-0.624046134948731,-0.530914613604546,-1.31942237615585,-0.711452513933182,-0.444457590579987,-1.30880221128464,337070535915.637,"Africa",8.8,16.8,25.6,0.7102,70.7191,11011.410456,22.510367567,0.4425
"52","El Salvador","SLV",-0.515675932168961,-0.310530367493629,-0.131631177663803,-0.0669009383767843,-0.753131237626076,0.0422332088463008,25696532000,"Americas",32.6,36.7,69.3,0.6679,71.8065,8179.0414023,20.133546006,0.3708
"53","Equatorial Guinea","GNQ",-1.55099252462387,-1.19662393331528,-0.151714930683374,-1.59182064533234,-1.30650714635849,-1.88068163394928,13883109649.9061,"Africa",0.6,6.3,6.9,0.6472,60.5549,14401.800783,NA,NA
"54","Eritrea","ERI",-1.23181463479996,-1.71280347108841,-0.818647032976151,-2.18666877746582,-1.58824721574783,-2.10169608592987,NA,"Africa",1,1.7,2.7,0.4826,66.4206,1749.7646262,NA,NA
"55","Estonia","EST",1.37963547706604,1.14211171269417,0.68398010134697,1.58512455224991,1.29014021158218,1.18112654685974,29400681058.9911,"Europe",38.3,56,94.3,0.8876,77.917,33347.651461,7.4600834867,0.1148
"56","Eswatini","SWZ",-0.323321913927794,-0.593662133812905,-0.346644223853946,-0.400442734360695,-0.421547275781632,-1.34456608295441,4405958728.87818,"Africa",1,17.2,18.2,0.5954,56.7187,7776.8859456,36.431138568,0.515
"57","Ethiopia","ETH",-0.464493981003761,-0.655867257714271,-1.60918501615524,-1.01753600239754,-0.520692256093025,-1.21151930093765,84980235871.9327,"Africa",7.1,11,18.1,0.4708,64.5398,1986.0546885,35.022771968,0.5205
"58","Fiji","FJI",0.47658799290657,0.156352230906486,0.631821676716208,-0.127563705760985,-0.0359280847012996,-0.0994897097349167,4875654546.01438,"Asia",21.1,34.2,55.3,0.7219,67.5731,11165.9050391,13.677303665,0.3495
"59","Finland","FIN",2.18641829490662,1.94350442886352,1.03049963712692,1.83002157211304,2.02056375741959,1.57229624986648,267240819748.031,"Europe",40,60,100,0.9346,81.5856,47470.92664,5.6275293533,0.0432
"60","France","FRA",1.25880912542343,1.33633587360382,0.223248802311719,1.17324500083923,1.34789177179337,1.14811472892761,2708083929759.39,"Europe",38,53.5,91.5,0.8992,82.4848,45199.674344,9.6480835998,0.0887
"61","Gabon","GAB",-0.818757474422455,-0.8391661465168,-0.0125339598394931,-0.772502636909485,-0.659861645102501,-0.941019570827485,16948219237.6913,"Africa",6.1,21.8,27.9,0.6937,65.8156,12723.7812561,25.515839799,0.5288
"62","Gaza Strip","PSE",-0.389543329924345,-0.676444944739342,-1.89064968824387,0.0418800158251542,-0.46556159555912,-1.01417749524117,15917370000,"Middle East",4,8.9,12.9,0.7152,74.1798,6930.7322908,17.5999431,NA
